37X;vn3;Bildung und Erziehung;"{""kiel"":[""pae 410.700"",""pae 963?"",""pae 297.600"",""pae 420?"",""pae 442?"",""pae 446.700"",""pae 483?"",""pae 532?"",""pae 693?"",""pae 698?"",""pae 713?"",""pae 718?"",""pae 732.600"",""pae 739?"",""pae 905?"",""pae 892?"",""pae 467?"",""pae 784.700"",""pae 808.700"",""pae 814.700"",""wir 924?"",""wir 926.800"",""wir 940?"",""wir 946?""],""goe"":{""fi"":"" lsg=\""7 fk?\"" or lsg=\""7 fl?\"" or lsg=\""7 fm?\"" or lsg=\""7 fn?\"" or lsg=\""7 fo?\"" or lsg=\""7 fp?\"" or lsg=\""7 fq?\"" or lsg=\""7 fr?\"" or lsg=\""7 fs?\"" or lsg=\""7 ft?\"" or lsg=\""7 fu?\"" or lsg=\""7 fv?\""""}}";Education
381;38X;Handel;"{""kiel"":[""ska 192.100"",""ska 456.100""],""goe"":{""fi"":"" lsg=\""7 lvb?\""""}}";Trade
382.11;382.1X;Zeitlich übergreifend;"{""kiel"":[""ska 192.100""],""goe"":{""fi"":"" lsg=\""7 pnn 400\""""}}";Temporally unspecific
382.12;382.1X;Mittelalter;"{""kiel"":[""ska 321.900""],""goe"":{""fi"":"" lsg=\""7 pno 400\""""}}";Middle Ages
382.13;382.1X;Frühe Neuzeit;"{""kiel"":[""ska 456.100"",""ska 456.400""],""goe"":{""fi"":"" lsg=\""7 pnp 400\""""}}";Modern history
382.14;382.1X;19. Jahrhundert;"{""kiel"":[""ska 613?"",""ska 617?""],""goe"":{""fi"":"" lsg=\""7 pnq 400\""""}}";19th century
382.15;382.1X;20. Jahrhundert;"{""kiel"":[""ska 613?"",""ska 617?"",""ska 790.100"",""ska 790.600""],""goe"":{""fi"":"" lsg=\""7 pnr 400\""""}}";20th century
382.1X;382.X;Handelsgeschichte (hier auch Ostseehandel);"{""kiel"":[""ska 192.100"",""ska 321.900"",""ska 456.100"",""ska 456.400"",""ska 613?"",""ska 617?"",""ska 613?"",""ska 617?"",""ska 790.100"",""ska 790.600""],""goe"":{""fi"":""( lsg=\""7 pnn 400\"") or ( lsg=\""7 pno 400\"") or ( lsg=\""7 pnp 400\"") or ( lsg=\""7 pnq 400\"") or ( lsg=\""7 pnr 400\"")""}}";History of trade (here also Baltic trade)
382.2;382.X;Geschichte der Hanse;"{""kiel"":[""ska 321.200""]}";History of the Hanseatic league
382.X;38X;Internationaler Handel (Außenhandel);"{""kiel"":[""ska 192.400"",""ska 456.200"",""ska 456.300"",""ska 615?"",""ska 616?"",""ska 790?"",""wir 835.800"",""wir 860.800""],""goe"":{""fi"":"" lsg=\""7 qer 930\"" or lsg=\""7 pnn 400\"" or lsg=\""7 pno 400\"" or lsg=\""7 pnp 400\"" or lsg=\""7 pnq 400\"" or lsg=\""7 pnr 400\""""}}";International commerce (Foreign trade)
384;38X;Kommunikation, Telekommunikation, Post;"{""kiel"":[""ska 194?"",""ska 623?"",""ska 792?""],""goe"":{""fi"":"" lsg=\""7 lqn?\""""}}";Communications, Telecommunication, Post
385;38X;Schienenverkehr;"{""kiel"":[""ska 621?"",""ska 791.800"",""wir 825.800""]}";Railroad transportation
387;38X;Schifffahrt, Luftfahrt, Raumfahrt;"{""kiel"":[""ska 193.200"",""ska 193.300"",""ska 193.400"",""ska 193.500"",""ska 193.600"",""ska 193.700"",""ska 620?"",""ska 622?"",""ska 791.200"",""ska 791.300"",""ska 791.600"",""ska 791.700"",""ska 791.900""]}";Water, air, space transportation
388.1;388.X;Zeitlich übergreifend;"{""kiel"":[""ska 193.100"",""ska 193.800""]}";Temporally unspecific
388.3;388.X;Frühe Neuzeit;"{""kiel"":[""ska 458?""]}";Modern history
388.4;388.X;19. Jahrhundert;"{""kiel"":[""ska 619?"",""ska 622?""]}";19th century
388.5;388.X;20. Jahrhundert;"{""kiel"":[""ska 619?"",""ska 622?"",""ska 791.100"",""ska 791.900""]}";20th century
38X;vn3;Handel, Kommunikation, Verkehr;"{""kiel"":[""ska 192.100"",""ska 456.100"",""ska 192.400"",""ska 456.200"",""ska 456.300"",""ska 615?"",""ska 616?"",""ska 790?"",""wir 835.800"",""wir 860.800"",""ska 194?"",""ska 623?"",""ska 792?"",""ska 621?"",""ska 791.800"",""wir 825.800"",""ska 193.200"",""ska 193.300"",""ska 193.400"",""ska 193.500"",""ska 193.600"",""ska 193.700"",""ska 620?"",""ska 622?"",""ska 791.200"",""ska 791.300"",""ska 791.600"",""ska 791.700"",""ska 791.900"",""ska 193.100"",""ska 193.800"",""ska 458?"",""ska 619?"",""ska 622?"",""ska 619?"",""ska 622?"",""ska 791.100"",""ska 791.900""],""goe"":{""fi"":"" lsg=\""7 lvb?\"" or lsg=\""7 ly?\"" or lsg=\""7 lqn?\"" or lsg=\""7 pnn 400\"" or lsg=\""7 pno 400\"" or lsg=\""7 pnp 400\"" or lsg=\""7 pnq 400\"" or lsg=\""7 pnr 400\""""}}";Commerce, communications, transportation
390;39X;Volkskultur, Brauchtum allgemein;"{""kiel"":[""ska 938?"",""ska 950?"",""ska 952?"",""ska 966?"",""ska 976?"",""ska 978?"",""ska 982?"",""ska 99?"",""ska 987?"",""ska 989?"",""kun 851.2""],""goe"":{""fi"":"" lsg=\""7 qu?\"" and lsg=\""7 qve 6?\""""}}";Folk culture, Tradition on general
391;39X;Kleidung, äußeres Erscheinungsbild;"{""kiel"":[""ska 941?"",""ska 944?""],""goe"":{""fi"":"" lsg=\""7 qug?\"" and lsg=\""7 qve 6?\""""}}";Costume, personal appearance
392;39X;Bräuche des Lebenszyklus und häuslichen Lebens;"{""kiel"":[""ska 939?"",""ska 954?""],""goe"":{""fi"":""( lsg=\""7 qul?\"" or lsg=\""7 qum?\"" or lsg=\""7 qun?\"" or lsg=\""7 quo?\"") and lsg=\""7 qve 6?\""""}}";Customs of life cycle and domestic life
393;39X;Totenrituale (Tod Bräuche);"{""kiel"":[""ska 980?""],""goe"":{""fi"":"" lsg=\""7 qul 380\""""}}";Death customs
395;39X;Etikette;"{""kiel"":[""ska 958?"",""ska 960?""],""goe"":{""fi"":"" lsg=\""7 quh 500\"" and lsg=\""7 qve 6?\""""}}";Etiquette
398;39X;Folklore und Volksliteratur;"{""kiel"":[""ska 961?"",""ska 963?"",""ska 968?""],""goe"":{""fi"":""( lsg=\""7 quq?\"" or lsg=\""7 qur 1?-qur 6?\"" or lsg=\""7 qus?\"" or lsg=\""7 qut?\"" or lsg=\""7 qur 780\"") and lsg=\""7 qve 6?\"" or ( lsg=\""7 jln 438\"" or lsg=\""7 jln 446\"" or lsg=\""7 jln 538\"" or lsg=\""7 jln 546\"")""}}";Folklore and folk literature
39X;vn3;Brauchtum, Folklore;"{""kiel"":[""ska 938?"",""ska 950?"",""ska 952?"",""ska 966?"",""ska 976?"",""ska 978?"",""ska 982?"",""ska 99?"",""ska 987?"",""ska 989?"",""kun 851.2"",""ska 941?"",""ska 944?"",""ska 939?"",""ska 954?"",""ska 980?"",""ska 958?"",""ska 960?"",""ska 961?"",""ska 963?"",""ska 968?""],""goe"":{""fi"":"" lsg=\""7 qu?\"" and lsg=\""7 qve 6?\""""}}";Tradition, folklore
40X;vn11;Sprachen in Nordeuropa und im Baltikum;{};Languages in Northern Europe and in the Baltic States
410;41X;Skandinavische Sprachen allgemein, Skandinavistik;"{""kiel"":[""nor 0?"",""nor 20?"",""nor 210?"",""nor 31?"",""nor 320?""]}";North Germanic languages in general, Scandinavian studies
411.1;411.X;Allgemeines;"{""kiel"":[""nor 213?""]}";General works
411.2;411.X;Wörterbücher;"{""kiel"":[""nor 234.300""]}";Dictionaries
411.3;411.X;Sprachwissenschaft;"{""kiel"":[""nor 216?"",""nor 217?"",""nor 22?"",""nor 23?"",""nor 241?""]}";Linguistics
411.4;411.X;Sprachgeschichte;"{""kiel"":[""nor 213.400"",""nor 213.500""]}";Language history
411.X;41X;Altnordisch;"{""kiel"":[""nor 213?"",""nor 234.300"",""nor 216?"",""nor 217?"",""nor 22?"",""nor 23?"",""nor 241?"",""nor 213.400"",""nor 213.500""]}";Old Norse
412.1;412.X;Allgemeines;"{""kiel"":[""nor 460?""],""goe"":{""ic"":"" lsg=\""7 hwd 2? hwb 2?\"" or lsg=\""7 hwa 2?\""""}}";General works
412.2;412.X;Wörterbücher;"{""kiel"":[""nor 480.3?""],""goe"":{""ic"":"" lsg=\""7 hwd 300\"" or lsg=\""7 hwd 352 hwb 300\"" or lsg=\""7 hwb 352\"" or lsg=\""7 hwa 300\"" or lsg=\""7 hwa 352\""""}}";Dictionaries
412.3;412.X;Sprachwissenschaft;"{""kiel"":[""nor 480.9?"",""nor 468.100"",""nor 473?"",""nor 480.100"",""nor 480.500"",""nor 480.600"",""nor 480.700"",""nor 480.800""],""goe"":{""ic"":"" lsg=\""7 hwd 3? hwb 3?\"" or lsg=\""7 hwa 3?\""""}}";Linguistics
412.4;412.X;Sprachgeschichte;"{""kiel"":[""nor 468.500"",""nor 468.700""],""goe"":{""ic"":"" lsg=\""7 hwd 321 hwb 321\"" or lsg=\""7 hwa 321\"" or lsg=\""7 hwp 2?\"" or lsg=\""7 hwp 3?\""""}}";Language history
412.X;41X;Isländisch;"{""kiel"":[""nor 460?"",""nor 480.3?"",""nor 480.9?"",""nor 468.100"",""nor 473?"",""nor 480.100"",""nor 480.500"",""nor 480.600"",""nor 480.700"",""nor 480.800"",""nor 468.500"",""nor 468.700""],""goe"":{""ic"":"" lsg=\""7 hwd 2?\"" or lsg=\""7 hwd 3? hwb 2?\"" or lsg=\""7 hwa 2?\"" or lsg=\""7 hwb 3?\"" or lsg=\""7 hwa 3?\""""}}";Icelandic
413.1;413.X;Allgemeines;"{""kiel"":[""nor 451.100""]}";General works
413.2;413.X;Wörterbücher;"{""kiel"":[""nor 451.300""]}";Dictionaries
413.3;413.X;Sprachwissenschaft;"{""kiel"":[""nor 451.200"",""nor 451.400"",""nor 451.600""]}";Linguistics
413.4;413.X;Sprachgeschichte;"{""kiel"":[""nor 468.500""]}";Language history
413.X;41X;Färöisch;"{""kiel"":[""nor 451.100"",""nor 451.300"",""nor 451.200"",""nor 451.400"",""nor 451.600"",""nor 468.500""]}";Faeroese
414.1;414.X;Allgemeines;"{""kiel"":[""nor 610?""],""goe"":{""se"":"" lsg=\""7 hws 2?\""""}}";General works
414.2;414.X;Wörterbücher;"{""kiel"":[""nor 638?"",""nor 675.400""],""goe"":{""se"":"" lsg=\""7 hws 300\"" or lsg=\""7 hws 352\""""}}";Dictionaries
414.3;414.X;Sprachwissenschaft;"{""kiel"":[""nor 615?"",""nor 62?"",""nor 64?"",""nor 65?"",""nor 66?"",""nor 672?""],""goe"":{""se"":"" lsg=\""7 hws 3?\""""}}";Linguistics
414.4;414.X;Sprachgeschichte;"{""kiel"":[""nor 615.700""],""goe"":{""se"":"" lsg=\""7 hws 320\"" or lsg=\""7 hws 321\"" or lsg=\""7 hws 323\"" or lsg=\""7 hws 324\""""}}";Language history
414.X;41X;Schwedisch;"{""kiel"":[""nor 610?"",""nor 638?"",""nor 675.400"",""nor 615?"",""nor 62?"",""nor 64?"",""nor 65?"",""nor 66?"",""nor 672?"",""nor 615.700""],""goe"":{""se"":"" lsg=\""7 hws?\""""}}";Swedish
415.1;415.X;Allgemeines;"{""kiel"":[""nor 340?"",""nor 410?""],""goe"":{""dk"":"" lsg=\""7 hwk 2?\""""}}";General works
415.2;415.X;Wörterbücher;"{""kiel"":[""nor 374?"",""nor 413?"",""nor 415?"",""nor 420?"",""nor 432?""],""goe"":{""dk"":"" lsg=\""7 hwk 300\"" or lsg=\""7 hwk 352\""""}}";Dictionaries
415.3;415.X;Sprachwissenschaft;"{""kiel"":[""nor 35?"",""nor 36?"",""nor 370?"",""nor 38?"",""nor 39?"",""nor 40?""],""goe"":{""dk"":"" lsg=\""7 hwk 3?\""""}}";Linguistics
415.4;415.X;Sprachgeschichte;"{""kiel"":[""nor 350.700""],""goe"":{""dk"":"" lsg=\""7 hwk 320\"" or lsg=\""7 hwk 321\"" or lsg=\""7 hwk 323\"" or lsg=\""7 hwk 324\""""}}";Language history
415.X;41X;Dänisch;"{""kiel"":[""nor 340?"",""nor 410?"",""nor 374?"",""nor 413?"",""nor 415?"",""nor 420?"",""nor 432?"",""nor 35?"",""nor 36?"",""nor 370?"",""nor 38?"",""nor 39?"",""nor 40?"",""nor 350.700""],""goe"":{""dk"":"" lsg=\""7 hwk?\""""}}";Danish
416.1;416.X;Allgemeines;"{""kiel"":[""nor 500?""],""goe"":{""no"":"" lsg=\""7 hwg 2?\""""}}";General works
416.2;416.X;Wörterbücher;"{""kiel"":[""nor 535?""],""goe"":{""no"":"" lsg=\""7 hwg 300\"" or lsg=\""7 hwg 352\""""}}";Dictionaries
416.3;416.X;Sprachwissenschaft;"{""kiel"":[""nor 508?"",""nor 52?"",""nor 54?"",""nor 55?"",""nor 564?""],""goe"":{""no"":"" lsg=\""7 hwg 3?\""""}}";Linguistics
416.4;416.X;Sprachgeschichte;"{""kiel"":[""nor 514?""],""goe"":{""no"":"" lsg=\""7 hwg 320\"" or lsg=\""7 hwg 321\"" or lsg=\""7 hwg 323\"" or lsg=\""7 hwg 324\""""}}";Language history
416.X;41X;Norwegisch;"{""kiel"":[""nor 500?"",""nor 535?"",""nor 508?"",""nor 52?"",""nor 54?"",""nor 55?"",""nor 564?"",""nor 514?""],""goe"":{""no"":"" lsg=\""7 hwg?\""""}}";Norwegian
41X;vn11;Skandinavische Sprachen;"{""kiel"":[""nor 0?"",""nor 20?"",""nor 210?"",""nor 31?"",""nor 320?"",""nor 213?"",""nor 234.300"",""nor 216?"",""nor 217?"",""nor 22?"",""nor 23?"",""nor 241?"",""nor 213.400"",""nor 213.500"",""nor 460?"",""nor 480.3?"",""nor 480.9?"",""nor 468.100"",""nor 473?"",""nor 480.100"",""nor 480.500"",""nor 480.600"",""nor 480.700"",""nor 480.800"",""nor 468.500"",""nor 468.700"",""nor 451.100"",""nor 451.300"",""nor 451.200"",""nor 451.400"",""nor 451.600"",""nor 468.500"",""nor 610?"",""nor 638?"",""nor 675.400"",""nor 615?"",""nor 62?"",""nor 64?"",""nor 65?"",""nor 66?"",""nor 672?"",""nor 615.700"",""nor 340?"",""nor 410?"",""nor 374?"",""nor 413?"",""nor 415?"",""nor 420?"",""nor 432?"",""nor 35?"",""nor 36?"",""nor 370?"",""nor 38?"",""nor 39?"",""nor 40?"",""nor 350.700"",""nor 500?"",""nor 535?"",""nor 508?"",""nor 52?"",""nor 54?"",""nor 55?"",""nor 564?"",""nor 514?""],""goe"":{""se"":"" lsg=\""7 hws?\"""",""no"":"" lsg=\""7 hwg?\"""",""dk"":"" lsg=\""7 hwk?\"""",""ic"":"" lsg=\""7 hwd 2?\"" or lsg=\""7 hwd 3? hwb 2?\"" or lsg=\""7 hwa 2?\"" or lsg=\""7 hwb 3?\"" or lsg=\""7 hwa 3?\""""}}";North Germanic languages
430;43X;Allgemeines;"{""kiel"":[""sla 853?""],""goe"":{""fi"":"" lsg=\""7 jlm 2?\"" or lsg=\""7 jlm 300\"" or lsg=\""7 jln 300\"" and lsg=\""7 jls 300\"" or lsg=\""7 jln 2?\"" and lsg=\""7 jls 2?\""""}}";General works
431.1;431.X;Allgemeines, Fennistik;"{""kiel"":[""sla 860?""],""goe"":{""fi"":"" lsg=\""7 jln 2? \""""}}";General works, Fennistics
431.2;431.X;Wörterbücher;"{""kiel"":[""sla 865.460""],""goe"":{""fi"":"" lsg=\""7 jln 300\"" or lsg=\""7 jln 352\""""}}";Dictionaries
431.3;431.X;Sprachwissenschaft;"{""kiel"":[""sla 865.100"",""sla 843.840"",""sla 865.300"",""sla 865.320"",""sla 865.340"",""sla 865.360"",""sla 865.380"",""sla 865.400"",""sla 865.420"",""sla 865.440"",""sla 865.480"",""sla 865.500"",""sla 865.600""],""goe"":{""fi"":"" lsg=\""7 jln 3?\""""}}";Linguistics
431.4;431.X;Sprachgeschichte;"{""kiel"":[""sla 865.200""],""goe"":{""fi"":"" lsg=\""7 jln 320\"" or lsg=\""7 jln 321\"" or lsg=\""7 jln 323\"" or lsg=\""7 jln 324\""""}}";Language history
431.X;43X;Finnisch;"{""kiel"":[""sla 860?"",""sla 865.460"",""sla 865.100"",""sla 843.840"",""sla 865.300"",""sla 865.320"",""sla 865.340"",""sla 865.360"",""sla 865.380"",""sla 865.400"",""sla 865.420"",""sla 865.440"",""sla 865.480"",""sla 865.500"",""sla 865.600"",""sla 865.200""],""goe"":{""fi"":"" lsg=\""7 jln 3?\"" or lsg=\""7 jln 2?\""""}}";Finnish
432.1;432.X;Allgemeines, Estnische Philologie;"{""kiel"":[""sla 853.800""]}";General works, Estonian philology
432.2;432.X;Wörterbücher;"{""kiel"":[""sla 843.840""]}";Dictionaries
432.3;432.X;Sprachwissenschaft;"{""kiel"":[""sla 853.810"",""sla 853.820""]}";Linguistics
432.4;432.X;Sprachgeschichte;"{""kiel"":[""sla 853.860""]}";Language history
432.X;43X;Estnisch;"{""kiel"":[""sla 853.800"",""sla 843.840"",""sla 853.810"",""sla 853.820"",""sla 853.860""]}";Estonian
43X;vn11;Ostseefinnische Sprachen;"{""kiel"":[""sla 853?"",""sla 860?"",""sla 865.460"",""sla 865.100"",""sla 843.840"",""sla 865.300"",""sla 865.320"",""sla 865.340"",""sla 865.360"",""sla 865.380"",""sla 865.400"",""sla 865.420"",""sla 865.440"",""sla 865.480"",""sla 865.500"",""sla 865.600"",""sla 865.200"",""sla 853.800"",""sla 843.840"",""sla 853.810"",""sla 853.820"",""sla 853.860""],""goe"":{""fi"":"" lsg=\""7 jlm 2?\"" or lsg=\""7 jlm 3?\"" or lsg=\""7 jln 3?\"" and lsg=\""7 jls 3?\"" or lsg=\""7 jln 2?\"" and lsg=\""7 jls 2?\""""}}";Finnish, Estonian
44X;vn11;Saamisch;"{""kiel"":[""sla 852?""],""goe"":{""fi"":"" lsg=\""7 jll 2?\"" or lsg=\""7 jll 3?\""""}}";Sami
701;70X;Museen und Ausstellungen;"{""kiel"":[""kun 243?"",""kun 244.15""],""goe"":{""fi"":"" lsg=\""7 gea 100\"" or lsg=\""7 gea 300\""""}}";Museums and exhibitions
702;70X;Kunstgeschichte allg. u. Epochendarstellungen;"{""kiel"":[""kun 29?""],""goe"":{""fi"":"" lsg=\""7 ged 100\"" or lsg=\""7 ged 305\""""}}";Art history on general and depiction of epoches
703;70X;Einzelne Künstler;"{""kiel"":[""kun 990:mun 2"",""kun 990:lar 7""],""goe"":{""fi"":"" lsg=\""7 gh 300\""""}}";Single artists
70X;vn5;Künste, bildende und angewandte Kunst;"{""kiel"":[""kun 243?"",""kun 244.15"",""kun 29?"",""kun 990:mun 2"",""kun 990:lar 7""],""goe"":{""fi"":"" lsg=\""7 ga?\"" or lsg=\""7 ge?\"" or lsg=\""7 gg?\"" or lsg=\""7 geg?\"" or lsg=\""7 geh?\"" or lsg=\""7 gek?\"" or lsg=\""7 gh 300\"" or lsg=\""7 gem?\"" or lsg=\""7 gb?\""""}}";The arts, fine and decorative arts
71X;vn5;Raumplanung, Landschaftsgestaltung, Urbanistik;"{""kiel"":[""ska 595?"",""ska 596?"",""ska 827?"",""kun436?""],""goe"":{""fi"":"" lsg=\""7 gel 820\""""}}";Civic and landscape art, urbanism
722;72X;Architektur allg. und nach Orten;"{""goe"":{""fi"":"" lsg=\""7 gel 100\""""}}";Architecture on general and according to places
725;72X;Öffentliche Gebäude;"{""goe"":{""fi"":"" lsg=\""7 gel 743\""""}}";Public structures
726;72X;Sakrale Architektur;"{""kiel"":[""kun 45?""],""goe"":{""fi"":"" lsg=\""7 gel 700\""""}}";Sacral Architecture
728;72X;Wohnbauten, Schlösser, Burgen;"{""kiel"":[""ska 946?"",""kun 443.11""],""goe"":{""fi"":"" lsg=\""7 gel 757\"" or lsg=\""7 gel 758\"" or lsg=\""7 gel 764\""""}}";Residential buildings, chateaux, castles
72X;vn5;Architektur;"{""kiel"":[""kun 45?"",""ska 946?"",""kun 443.11""],""goe"":{""fi"":"" lsg=\""7 gel?\""""}}";Architecture
75X;vn5;Malerei und Gemälde;"{""kiel"":[""kun 608.1"",""kun 613.2""],""goe"":{""fi"":"" lsg=\""7 geg 100\""""}}";Painting and paintings
76X;vn5;Kunsthandwerk, Angewandte Kunst, Design, Inneneinrichtung;"{""kiel"":[""kun 802?"",""kun819.2""],""goe"":{""fi"":"" lsg=\""7 gem 100\"" or lsg=\""7 gem 710\"" or lsg=\""7 gem 720\""""}}";Craftwork, decorative arts, design, interior decoration
780;78X;Allgemeines;"{""kiel"":[""mus 280?"",""mus 600.900""]}";General works
781;78X;Volksmusik;"{""kiel"":[""ska 963?"",""mus 580.200"",""mus 664.700"",""mus 664.800""],""goe"":{""fi"":"" lsg=\""7 guk 450\""""}}";Folk music
782;78X;Populäre Musik;"{""goe"":{""fi"":"" lsg=\""7 guu 000\""""}}";Popular music
783;78X;Geistliche Musik;"{""goe"":{""fi"":"" lsg=\""7 gur 520\"" or lsg=\""7 gur 680\""""}}";Sacred music
784;78X;Vokalmusik;"{""goe"":{""fi"":"" lsg=\""7 gum 000\""""}}";Vocal music
785;78X;Instrumentalmusik;"{""goe"":{""fi"":"" lsg=\""7 gun 000\""""}}";Instrumental music
789;78X;Komponisten;"{""kiel"":[""mus 690:sib 3"",""mus 690:blo 5"",""mus 690:fel 3"",""mus 690:gad 4""],""goe"":{""fi"":"" lsg=\""7 gy 000\""""}}";Composers
78X;vn5;Musik;"{""kiel"":[""mus 280?"",""mus 600.900"",""ska 963?"",""mus 580.200"",""mus 664.700"",""mus 664.800"",""mus 690:sib 3"",""mus 690:blo 5"",""mus 690:fel 3"",""mus 690:gad 4""],""goe"":{""fi"":"" lsg=\""7 gu?\"" or lsg=\""7 gy?\""""}}";Music
790;79X;Freizeitgestaltung;"{""kiel"":[""ska 830.600"",""ska 972?""],""goe"":{""fi"":"" lsg=\""7 fz?\""""}}";Recreational activities
791;79X;Öffentliche Darbietungen (Zirkus, Festumzüge etc.);"{""kiel"":[""ska 971?""],""goe"":{""fi"":"" lsg=\""7 fzo 000\""""}}";Public performances (circuses, pageants etc.)
794;79X;Spiele;"{""kiel"":[""ska 961?""],""goe"":{""fi"":"" lsg=\""7 fz?\""""}}";Games
795;79X;Gesellschafts- und Volkstanz;"{""kiel"":[""ska 961?""]}";Social and folk dancing
796;79X;Sport;"{""kiel"":[""spo 375?"",""spo 396?""],""goe"":{""fi"":"" lsg=\""7 fy?\""""}}";Sports
79X;vn5;Freizeitgestaltung, darstellende Künste, Sport;"{""kiel"":[""ska 830.600"",""ska 972?"",""ska 971?"",""ska 961?"",""ska 961?"",""spo 375?"",""spo 396?""],""goe"":{""fi"":"" lsg=\""7 fy?\"" or lsg=\""7 fz?\"" or lsg=\""7 fzo 000\""""}}";Recreational and performing arts
80X;vn12;Literaturen in Nordeuropa;"{""kiel"":[""nor 0?""]}";Literatures in Northern Europe
811.1;811.X;Allgemeines;"{""kiel"":[""nor 210.021""]}";General works
811.2;811.X;Literaturtheorie;"{""kiel"":[""nor 247?"",""nor 249?"",""nor 25?"",""nor 260?""]}";Literary theory
811.3;811.X;Literaturgeschichte;"{""kiel"":[""nor 245?"",""nor 246?"",""nor 293.200"",""nor 293.600"",""nor 293.800""]}";History of literature
811.4;811.X;Volksdichtung;"{""kiel"":[""nor 266?"",""nor 268?"",""nor 27?"",""nor 28?"",""nor 290?"",""nor 293.400""]}";Folk poetry
811.5;811.X;Textsammlungen;"{""kiel"":[""nor 72?"",""nor 73?"",""nor 74?"",""nor 75?"",""nor 76?"",""nor 77?"",""nor 78?"",""nor 79?""]}";Collections of texts
811.6;811.X;Autoren;"{""kiel"":[""nor 295?""]}";Authors
811.X;81X;Altnordische Literatur;"{""kiel"":[""nor 210.021"",""nor 247?"",""nor 249?"",""nor 25?"",""nor 260?"",""nor 245?"",""nor 246?"",""nor 293.200"",""nor 293.600"",""nor 293.800"",""nor 266?"",""nor 268?"",""nor 27?"",""nor 28?"",""nor 290?"",""nor 293.400"",""nor 72?"",""nor 73?"",""nor 74?"",""nor 75?"",""nor 76?"",""nor 77?"",""nor 78?"",""nor 79?"",""nor 295?""]}";Old Norse literature
812.1;812.X;Allgemeines;"{""kiel"":[""nor 460?""],""goe"":{""ic"":"" lsg=\""7 hwd 5?\"" or lsg=\""7 hwa 5?\"" or lsg=\""7 hwb 5?\""""}}";General works
812.2;812.X;Literaturtheorie;"{""kiel"":[""nor 49?""],""goe"":{""ic"":"" lsg=\""7 hwd 510\"" or lsg=\""7 hwd 512\"" or lsg=\""7 hwa 510\"" or lsg=\""7 hwb 512 \""""}}";Literary theory
812.3;812.X;Literaturgeschichte;"{""kiel"":[""nor 490?""],""goe"":{""ic"":"" lsg=\""7 hwd 580\"" or lsg=\""7 hwa 580\"" or lsg=\""7 hwb 580 \""""}}";History of literature
812.4;812.X;Volksdichtung;"{""kiel"":[""nor 492?""],""goe"":{""ic"":"" lsg=\""7 hwd 438\"" or lsg=\""7 hwd 446\"" or lsg=\""7 hwa 438\"" or lsg=\""7 hwa 446\"" or lsg=\""7 hwb 438\"" or lsg=\""7 hwb 446\""""}}";Folk poetry
812.5;812.X;Textsammlungen;"{""kiel"":[""nor 88?"",""nor 89?""],""goe"":{""ic"":"" lsg=\""7 hwd 4?\"" or lsg=\""7 hwd 5?\"" or lsg=\""7 hwa 4?\"" or lsg=\""7 hwa 5 ?\"" or lsg=\""7 hwb 4?\"" or lsg=\""7 hwb 5?\"" or lsg=\""7 \""""}}";Collections of texts
812.6;812.X;Autoren, einzelne Textdenkmäler;"{""kiel"":[""nor 900?""],""goe"":{""ic"":"" lsg=\""7 hwd 6?\"" or lsg=\""7 hwa 6?\"" or lsg=\""7 hwb 6?\""""}}";Authors, single textual monuments
812.X;81X;Isländische Literatur;"{""kiel"":[""nor 460?"",""nor 49?"",""nor 490?"",""nor 492?"",""nor 88?"",""nor 89?"",""nor 900?""],""goe"":{""ic"":"" lsg=\""7 hwd 4?\"" or lsg=\""7 hwd 5?\"" or lsg=\""7 hwd 6?\"" or lsg=\""7 hwa 4?\"" or lsg=\""7 hwa 5 ?\"" or lsg=\""7 hwa 6?\"" or lsg=\""7 hwb 4?\"" or lsg=\""7 hwb 5?\"" or lsg=\""7 hwb 6? \""""}}";Icelandic literature
813.1;813.X;Allgemeines;"{""kiel"":[""nor 451.100""]}";General works
813.3;813.X;Literaturgeschichte;"{""kiel"":[""nor 453?""]}";History of literature
813.4;813.X;Volksdichtung;"{""kiel"":[""nor 492?""]}";Folk poetry
813.5;813.X;Textsammlungen;"{""kiel"":[""nor 855?""]}";Collections of texts
813.6;813.X;Autoren;"{""kiel"":[""nor 875?"",""nor 900?""]}";Authors
813.X;81X;Färöische Literatur;"{""kiel"":[""nor 451.100"",""nor 453?"",""nor 492?"",""nor 855?"",""nor 875?"",""nor 900?""]}";Faeroese literature
814.1;814.X;Allgemeines;"{""kiel"":[""nor 610?"",""nor 675?""],""goe"":{""se"":"" lsg=\""7 hws 5?\""""}}";General works
814.2;814.X;Literaturtheorie;"{""kiel"":[""nor 635?"",""nor 678?"",""nor 68?"",""nor 694?"",""nor 708?"",""nor 710?""],""goe"":{""se"":"" lsg=\""7 hws 510\"" or lsg=\""7 hws 512\""""}}";Literary theory
814.3;814.X;Literaturgeschichte;"{""kiel"":[""nor 303.800"",""nor 675?"",""nor 700?"",""nor 701?"",""nor 703?"",""nor 704?"",""nor 706?""],""goe"":{""se"":"" lsg=\""7 hws 580\""""}}";History of literature
814.4;814.X;Volksdichtung;"{""kiel"":[""nor 689?""],""goe"":{""se"":"" lsg=\""7 hws 438\"" or lsg=\""7 hws 446\""""}}";Folk poetry
